player_id,team_name
475479,Toronto Blue Jays
670950,Toronto Blue Jays
605447,Toronto Blue Jays
489265,Toronto Blue Jays
547943,Toronto Blue Jays
642048,Toronto Blue Jays
543807,Toronto Blue Jays
548389,Toronto Blue Jays
606132,Toronto Blue Jays
663423,Toronto Blue Jays
607755,Toronto Blue Jays
605548,Toronto Blue Jays
571448,St. Louis Cardinals
664056,St. Louis Cardinals
605156,St. Louis Cardinals
650893,St. Louis Cardinals
668843,St. Louis Cardinals
666185,St. Louis Cardinals
657557,St. Louis Cardinals
572816,St. Louis Cardinals
680977,St. Louis Cardinals
669242,St. Louis Cardinals
658551,St. Louis Cardinals
656427,St. Louis Cardinals
606149,St. Louis Cardinals
502671,St. Louis Cardinals
669357,St. Louis Cardinals
664854,St. Louis Cardinals
671056,St. Louis Cardinals
663855,St. Louis Cardinals
641712,St. Louis Cardinals
668800,St. Louis Cardinals
669461,St. Louis Cardinals
571927,St. Louis Cardinals
519008,St. Louis Cardinals
571945,St. Louis Cardinals
425877,St. Louis Cardinals
664942,St. Louis Cardinals
676050,St. Louis Cardinals
663457,St. Louis Cardinals
641933,St. Louis Cardinals
670912,St. Louis Cardinals
669467,St. Louis Cardinals
405395,St. Louis Cardinals
500779,St. Louis Cardinals
670298,St. Louis Cardinals
519222,St. Louis Cardinals
667373,St. Louis Cardinals
605486,St. Louis Cardinals
608717,St. Louis Cardinals
668868,St. Louis Cardinals
572403,St. Louis Cardinals
425794,St. Louis Cardinals
673904,St. Louis Cardinals
676831,St. Louis Cardinals
621295,St. Louis Cardinals
663765,St. Louis Cardinals
660766,St. Louis Cardinals
672356,Cleveland Guardians
666181,Cleveland Guardians
669456,Cleveland Guardians
656252,Cleveland Guardians
669743,Cleveland Guardians
621593,Cleveland Guardians
650644,Cleveland Guardians
661403,Cleveland Guardians
676391,Cleveland Guardians
660853,Cleveland Guardians
671289,Cleveland Guardians
665926,Cleveland Guardians
660757,Cleveland Guardians
543238,Cleveland Guardians
595978,Cleveland Guardians
656529,Cleveland Guardians
666134,Cleveland Guardians
675916,Cleveland Guardians
680757,Cleveland Guardians
